age,race,,,,,,,,,,,,
32,White,,,,,,,,,,,,
28,White,,,,,,,,,,,,
24,Hispanic,,,,,,,,,,,,
25,Native American,,,,,,,,,,,,
31,Black,,,,,,,,,,,,
33,White,,,,,,,,,,,,
25,Black,,,,,,,,,,,,
22,White,,,,,,,,,,,,
30,Black,,,,,,,,,,,,
43,Unknown race,,,,,,,,,,,,
42,Hispanic,,,,,,,,,,,,
27,White,,,,,,,,,,,,
51,White,,,,,,,,,,,,
39,Asian,,,,,,,,,,,,
25,White,,,,,,,,,,,,
40,Hispanic,,,,,,,,,,,,
38,Black,,,,,,,,,,,,
39,Black,,,,,,,,,,,,
30,Black,,,,,,,,,,,,
27,Black,,,,,,,,,,,,
18,Black,,,,,,,,,,,,
57,Black,,,,,,,,,,,,
26,Hispanic,,,,,,,,,,,,
30,White,,,,,,,,,,,,
46,White,,,,,,,,,,,,
22,Black,,,,,,,,,,,,
45,White,,,,,,,,,,,,
19,Black,,,,,,,,,,,,
32,Unknown race,,,,,,,,,,,,
23,White,,,,,,,,,,,,
37,Hispanic,,,,,,,,,,,,
29,Black,,,,,,,,,,,,
29,Hispanic,,,,,,,,,,,,
22,Black,,,,,,,,,,,,
61,White,,,,,,,,,,,,
52,Hispanic,,,,,,,,,,,,
35,White,,,,,,,,,,,,
49,White,,,,,,,,,,,,
33,Hispanic,,,,,,,,,,,,
77,Unknown race,,,,,,,,,,,,
53,Unknown race,,,,,,,,,,,,
27,Black,,,,,,,,,,,,
21,Black,,,,,,,,,,,,
49,White,,,,,,,,,,,,
27,Unknown race,,,,,,,,,,,,
27,Native American,,,,,,,,,,,,
25,White,,,,,,,,,,,,
38,White,,,,,,,,,,,,
22,Unknown race,,,,,,,,,,,,
33,Unknown race,,,,,,,,,,,,
48,Black,,,,,,,,,,,,
41,Black,,,,,,,,,,,,
29,Hispanic,,,,,,,,,,,,
30,Hispanic,,,,,,,,,,,,
32,Black,,,,,,,,,,,,
45,Unknown race,,,,,,,,,,,,
31,White,,,,,,,,,,,,
31,Asian,,,,,,,,,,,,
34,White,,,,,,,,,,,,
51,Unknown race,,,,,,,,,,,,
54,White,,,,,,,,,,,,
34,Native American,,,,,,,,,,,,
44,White,,,,,,,,,,,,
59,White,,,,,,,,,,,,
40,Unknown race,,,,,,,,,,,,
35,White,,,,,,,,,,,,
51,White,,,,,,,,,,,,
46,White,,,,,,,,,,,,
30,Black,,,,,,,,,,,,
34,White,,,,,,,,,,,,
47,Unknown race,,,,,,,,,,,,
43,Hispanic,,,,,,,,,,,,
23,White,,,,,,,,,,,,
25,Black,,,,,,,,,,,,
56,White,,,,,,,,,,,,
22,Unknown race,,,,,,,,,,,,
36,Unknown race,,,,,,,,,,,,
31,White,,,,,,,,,,,,
21,Hispanic,,,,,,,,,,,,
63,White,,,,,,,,,,,,
36,Black,,,,,,,,,,,,
27,Hispanic,,,,,,,,,,,,
17,Hispanic,,,,,,,,,,,,
22,Black,,,,,,,,,,,,
40,Unknown race,,,,,,,,,,,,
49,Unknown race,,,,,,,,,,,,
33,White,,,,,,,,,,,,
46,White,,,,,,,,,,,,
35,White,,,,,,,,,,,,
50,Unknown race,,,,,,,,,,,,
47,Pacific Islander,,,,,,,,,,,,
26,Hispanic,,,,,,,,,,,,
20,Hispanic,,,,,,,,,,,,
29,White,,,,,,,,,,,,
36,Hispanic,,,,,,,,,,,,
21,Unknown race,,,,,,,,,,,,
40,Black,,,,,,,,,,,,
48,White,,,,,,,,,,,,
51,Unknown race,,,,,,,,,,,,
27,White,,,,,,,,,,,,
22,White,,,,,,,,,,,,
40,Unknown race,,,,,,,,,,,,
38,White,,,,,,,,,,,,
41,Unknown race,,,,,,,,,,,,
33,Hispanic,,,,,,,,,,,,
28,White,,,,,,,,,,,,
24,White,,,,,,,,,,,,
44,White,,,,,,,,,,,,
29,White,,,,,,,,,,,,
30,Black,,,,,,,,,,,,
36,Hispanic,,,,,,,,,,,,
36,Asian,,,,,,,,,,,,
28,White,,,,,,,,,,,,
26,White,,,,,,,,,,,,
39,Black,,,,,,,,,,,,
28,White,,,,,,,,,,,,
24,Black,,,,,,,,,,,,
16,Pacific Islander,,,,,,,,,,,,
28,Pacific Islander,,,,,,,,,,,,
31,Black,,,,,,,,,,,,
43,Hispanic,,,,,,,,,,,,
45,Unknown race,,,,,,,,,,,,
32,Black,,,,,,,,,,,,
37,Unknown race,,,,,,,,,,,,
20,Black,,,,,,,,,,,,
34,Asian,,,,,,,,,,,,
45,Black,,,,,,,,,,,,
47,Hispanic,,,,,,,,,,,,
31,Black,,,,,,,,,,,,
34,White,,,,,,,,,,,,
37,Black,,,,,,,,,,,,
33,White,,,,,,,,,,,,
47,White,,,,,,,,,,,,
34,White,,,,,,,,,,,,
42,White,,,,,,,,,,,,
20,Unknown race,,,,,,,,,,,,
19,Unknown race,,,,,,,,,,,,
28,Unknown race,,,,,,,,,,,,
46,White,,,,,,,,,,,,
58,Black,,,,,,,,,,,,
32,Asian,,,,,,,,,,,,
34,White,,,,,,,,,,,,
24,Black,,,,,,,,,,,,
23,Hispanic,,,,,,,,,,,,
34,Black,,,,,,,,,,,,
55,White,,,,,,,,,,,,
25,White,,,,,,,,,,,,
20,Black,,,,,,,,,,,,
57,White,,,,,,,,,,,,
28,Hispanic,,,,,,,,,,,,
25,White,,,,,,,,,,,,
32,Unknown race,,,,,,,,,,,,
49,White,,,,,,,,,,,,
58,White,,,,,,,,,,,,
48,Unknown race,,,,,,,,,,,,
40,White,,,,,,,,,,,,
38,Unknown race,,,,,,,,,,,,
29,White,,,,,,,,,,,,
34,Hispanic,,,,,,,,,,,,
25,White,,,,,,,,,,,,
38,Black,,,,,,,,,,,,
20,White,,,,,,,,,,,,
43,Black,,,,,,,,,,,,
31,Black,,,,,,,,,,,,
44,Black,,,,,,,,,,,,
40,White,,,,,,,,,,,,
80,White,,,,,,,,,,,,
47,White,,,,,,,,,,,,
35,Hispanic,,,,,,,,,,,,
18,White,,,,,,,,,,,,
68,Unknown race,,,,,,,,,,,,
40,Unknown race,,,,,,,,,,,,
46,Hispanic,,,,,,,,,,,,
24,Unknown race,,,,,,,,,,,,
52,White,,,,,,,,,,,,
47,White,,,,,,,,,,,,
51,Pacific Islander,,,,,,,,,,,,
27,Hispanic,,,,,,,,,,,,
55,White,,,,,,,,,,,,
46,Unknown race,,,,,,,,,,,,
52,Unknown race,,,,,,,,,,,,
59,White,,,,,,,,,,,,
58,White,,,,,,,,,,,,
46,Black,,,,,,,,,,,,
27,Black,,,,,,,,,,,,
30,White,,,,,,,,,,,,
29,Black,,,,,,,,,,,,
25,Native American,,,,,,,,,,,,
30,White,,,,,,,,,,,,
48,Unknown race,,,,,,,,,,,,
69,Unknown race,,,,,,,,,,,,
60,Unknown race,,,,,,,,,,,,
24,White,,,,,,,,,,,,
26,Hispanic,,,,,,,,,,,,
34,Hispanic,,,,,,,,,,,,
20,Hispanic,,,,,,,,,,,,
20,White,,,,,,,,,,,,
46,Black,,,,,,,,,,,,
46,White,,,,,,,,,,,,
21,Black,,,,,,,,,,,,
37,Hispanic,,,,,,,,,,,,
56,Unknown race,,,,,,,,,,,,
26,White,,,,,,,,,,,,
48,Hispanic,,,,,,,,,,,,
35,White,,,,,,,,,,,,
30,White,,,,,,,,,,,,
42,White,,,,,,,,,,,,
64,White,,,,,,,,,,,,
31,Black,,,,,,,,,,,,
30,Black,,,,,,,,,,,,
32,White,,,,,,,,,,,,
41,White,,,,,,,,,,,,
46,White,,,,,,,,,,,,
57,White,,,,,,,,,,,,
32,White,,,,,,,,,,,,
14,Hispanic,,,,,,,,,,,,
48,White,,,,,,,,,,,,
18,Black,,,,,,,,,,,,
22,Black,,,,,,,,,,,,
42,Black,,,,,,,,,,,,
62,Unknown race,,,,,,,,,,,,
45,Black,,,,,,,,,,,,
38,Black,,,,,,,,,,,,
18,Hispanic,,,,,,,,,,,,
25,Hispanic,,,,,,,,,,,,
39,Black,,,,,,,,,,,,
33,White,,,,,,,,,,,,
43,Unknown race,,,,,,,,,,,,
34,White,,,,,,,,,,,,
62,Black,,,,,,,,,,,,
23,Hispanic,,,,,,,,,,,,
28,Hispanic,,,,,,,,,,,,
58,White,,,,,,,,,,,,
48,White,,,,,,,,,,,,
43,Hispanic,,,,,,,,,,,,
26,Black,,,,,,,,,,,,
19,Black,,,,,,,,,,,,
30,Hispanic,,,,,,,,,,,,
20,Black,,,,,,,,,,,,
26,Unknown race,,,,,,,,,,,,
29,White,,,,,,,,,,,,
71,Black,,,,,,,,,,,,
33,Unknown race,,,,,,,,,,,,
53,Unknown race,,,,,,,,,,,,
35,White,,,,,,,,,,,,
35,Unknown race,,,,,,,,,,,,
42,Hispanic,,,,,,,,,,,,
26,Black,,,,,,,,,,,,
37,Hispanic,,,,,,,,,,,,
42,White,,,,,,,,,,,,
36,Black,,,,,,,,,,,,
32,Asian,,,,,,,,,,,,
42,Unknown race,,,,,,,,,,,,
28,Hispanic,,,,,,,,,,,,
55,White,,,,,,,,,,,,
29,Hispanic,,,,,,,,,,,,
50,White,,,,,,,,,,,,
81,Unknown race,,,,,,,,,,,,
32,Black,,,,,,,,,,,,
33,Black,,,,,,,,,,,,
39,White,,,,,,,,,,,,
27,White,,,,,,,,,,,,
63,White,,,,,,,,,,,,
27,Unknown race,,,,,,,,,,,,
31,White,,,,,,,,,,,,
25,White,,,,,,,,,,,,
33,Hispanic,,,,,,,,,,,,
39,Hispanic,,,,,,,,,,,,
20,Black,,,,,,,,,,,,
33,White,,,,,,,,,,,,
35,Black,,,,,,,,,,,,
28,Black,,,,,,,,,,,,
26,White,,,,,,,,,,,,
34,Hispanic,,,,,,,,,,,,
45,White,,,,,,,,,,,,
62,Unknown race,,,,,,,,,,,,
30,Pacific Islander,,,,,,,,,,,,
49,White,,,,,,,,,,,,
44,Black,,,,,,,,,,,,
42,White,,,,,,,,,,,,
33,Unknown race,,,,,,,,,,,,
45,White,,,,,,,,,,,,
46,White,,,,,,,,,,,,
35,Black,,,,,,,,,,,,
43,White,,,,,,,,,,,,
56,White,,,,,,,,,,,,
34,White,,,,,,,,,,,,
25,White,,,,,,,,,,,,
21,White,,,,,,,,,,,,
17,Black,,,,,,,,,,,,
35,Black,,,,,,,,,,,,
34,Hispanic,,,,,,,,,,,,
24,Hispanic,,,,,,,,,,,,
35,Hispanic,,,,,,,,,,,,
26,Pacific Islander,,,,,,,,,,,,
36,Hispanic,,,,,,,,,,,,
55,Unknown race,,,,,,,,,,,,
57,Hispanic,,,,,,,,,,,,
23,White,,,,,,,,,,,,
56,White,,,,,,,,,,,,
27,White,,,,,,,,,,,,
32,Unknown race,,,,,,,,,,,,
32,White,,,,,,,,,,,,
6,White,,,,,,,,,,,,
54,White,,,,,,,,,,,,
31,Black,,,,,,,,,,,,
27,Black,,,,,,,,,,,,
27,White,,,,,,,,,,,,
24,White,,,,,,,,,,,,
42,White,,,,,,,,,,,,
34,Hispanic,,,,,,,,,,,,
32,Black,,,,,,,,,,,,
35,White,,,,,,,,,,,,
47,Black,,,,,,,,,,,,
50,White,,,,,,,,,,,,
60,White,,,,,,,,,,,,
46,Unknown race,,,,,,,,,,,,
35,Hispanic,,,,,,,,,,,,
57,Unknown race,,,,,,,,,,,,
54,Unknown race,,,,,,,,,,,,
66,Unknown race,,,,,,,,,,,,
35,Unknown race,,,,,,,,,,,,
42,Black,,,,,,,,,,,,
33,Unknown race,,,,,,,,,,,,
70,Unknown race,,,,,,,,,,,,
43,White,,,,,,,,,,,,
19,Hispanic,,,,,,,,,,,,
18,White,,,,,,,,,,,,
29,Black,,,,,,,,,,,,
27,Black,,,,,,,,,,,,
56,Unknown race,,,,,,,,,,,,
22,White,,,,,,,,,,,,
30,Asian,,,,,,,,,,,,
25,White,,,,,,,,,,,,
47,Black,,,,,,,,,,,,
58,Unknown race,,,,,,,,,,,,
33,White,,,,,,,,,,,,
23,White,,,,,,,,,,,,
23,Black,,,,,,,,,,,,
50,Unknown race,,,,,,,,,,,,
50,White,,,,,,,,,,,,
51,White,,,,,,,,,,,,
39,White,,,,,,,,,,,,
35,Unknown race,,,,,,,,,,,,
24,Black,,,,,,,,,,,,
41,White,,,,,,,,,,,,
16,Black,,,,,,,,,,,,
21,Hispanic,,,,,,,,,,,,
51,Hispanic,,,,,,,,,,,,
53,Black,,,,,,,,,,,,
46,White,,,,,,,,,,,,
42,White,,,,,,,,,,,,
33,Black,,,,,,,,,,,,
41,White,,,,,,,,,,,,
23,Black,,,,,,,,,,,,
27,Hispanic,,,,,,,,,,,,
41,White,,,,,,,,,,,,
26,Hispanic,,,,,,,,,,,,
18,Hispanic,,,,,,,,,,,,
28,Hispanic,,,,,,,,,,,,
65,Black,,,,,,,,,,,,
30,Black,,,,,,,,,,,,
43,Black,,,,,,,,,,,,
18,Unknown race,,,,,,,,,,,,
37,Hispanic,,,,,,,,,,,,
37,White,,,,,,,,,,,,
46,Hispanic,,,,,,,,,,,,
78,Unknown race,,,,,,,,,,,,
33,Hispanic,,,,,,,,,,,,
30,Unknown race,,,,,,,,,,,,
35,White,,,,,,,,,,,,
39,Unknown race,,,,,,,,,,,,
32,Native American,,,,,,,,,,,,
19,White,,,,,,,,,,,,
41,White,,,,,,,,,,,,
35,Black,,,,,,,,,,,,
42,Pacific Islander,,,,,,,,,,,,
23,Unknown race,,,,,,,,,,,,
43,White,,,,,,,,,,,,
64,White,,,,,,,,,,,,
32,Hispanic,,,,,,,,,,,,
46,White,,,,,,,,,,,,
23,Black,,,,,,,,,,,,
16,Unknown race,,,,,,,,,,,,
21,Black,,,,,,,,,,,,
59,White,,,,,,,,,,,,
20,White,,,,,,,,,,,,
24,White,,,,,,,,,,,,
48,Black,,,,,,,,,,,,
22,White,,,,,,,,,,,,
24,Hispanic,,,,,,,,,,,,
52,White,,,,,,,,,,,,
42,White,,,,,,,,,,,,
33,Black,,,,,,,,,,,,
71,Unknown race,,,,,,,,,,,,
41,White,,,,,,,,,,,,
65,White,,,,,,,,,,,,
49,Unknown race,,,,,,,,,,,,
27,Black,,,,,,,,,,,,
60,White,,,,,,,,,,,,
18,Black,,,,,,,,,,,,
48,White,,,,,,,,,,,,
25,Black,,,,,,,,,,,,
29,Hispanic,,,,,,,,,,,,
55,Unknown race,,,,,,,,,,,,
59,White,,,,,,,,,,,,
22,Black,,,,,,,,,,,,
29,White,,,,,,,,,,,,
24,Black,,,,,,,,,,,,
38,Unknown race,,,,,,,,,,,,
47,Black,,,,,,,,,,,,
36,Asian,,,,,,,,,,,,
25,Hispanic,,,,,,,,,,,,
30,Hispanic,,,,,,,,,,,,
39,White,,,,,,,,,,,,
63,White,,,,,,,,,,,,
52,White,,,,,,,,,,,,
26,Black,,,,,,,,,,,,
39,Black,,,,,,,,,,,,
33,White,,,,,,,,,,,,
30,White,,,,,,,,,,,,
61,White,,,,,,,,,,,,
36,Black,,,,,,,,,,,,
34,Hispanic,,,,,,,,,,,,
72,White,,,,,,,,,,,,
48,Asian,,,,,,,,,,,,
61,White,,,,,,,,,,,,
37,White,,,,,,,,,,,,
19,White,,,,,,,,,,,,
39,Hispanic,,,,,,,,,,,,
18,Hispanic,,,,,,,,,,,,
29,Black,,,,,,,,,,,,
25,Asian,,,,,,,,,,,,
33,Black,,,,,,,,,,,,
65,Unknown race,,,,,,,,,,,,
35,Black,,,,,,,,,,,,
25,White,,,,,,,,,,,,
24,Black,,,,,,,,,,,,
17,Hispanic,,,,,,,,,,,,
26,Hispanic,,,,,,,,,,,,
32,White,,,,,,,,,,,,
30,Black,,,,,,,,,,,,
34,White,,,,,,,,,,,,
27,Hispanic,,,,,,,,,,,,
42,White,,,,,,,,,,,,
28,Black,,,,,,,,,,,,
30,Black,,,,,,,,,,,,
44,Native American,,,,,,,,,,,,
28,Black,,,,,,,,,,,,
28,White,,,,,,,,,,,,
45,Unknown race,,,,,,,,,,,,
37,White,,,,,,,,,,,,
27,White,,,,,,,,,,,,
24,White,,,,,,,,,,,,
37,Hispanic,,,,,,,,,,,,
18,Black,,,,,,,,,,,,
61,White,,,,,,,,,,,,
26,White,,,,,,,,,,,,
27,Black,,,,,,,,,,,,
35,White,,,,,,,,,,,,
34,White,,,,,,,,,,,,
50,White,,,,,,,,,,,,
26,Native American,,,,,,,,,,,,
21,Black,,,,,,,,,,,,
25,White,,,,,,,,,,,,
63,Black,,,,,,,,,,,,
18,White,,,,,,,,,,,,
27,Unknown race,,,,,,,,,,,,
38,White,,,,,,,,,,,,
19,Black,,,,,,,,,,,,
23,White,,,,,,,,,,,,
19,Black,,,,,,,,,,,,
29,White,,,,,,,,,,,,
18,Black,,,,,,,,,,,,
61,White,,,,,,,,,,,,
45,Unknown race,,,,,,,,,,,,
58,Hispanic,,,,,,,,,,,,
17,Hispanic,,,,,,,,,,,,
41,White,,,,,,,,,,,,
55,Unknown race,,,,,,,,,,,,
22,Black,,,,,,,,,,,,
27,Black,,,,,,,,,,,,
26,Pacific Islander,,,,,,,,,,,,
17,White,,,,,,,,,,,,
43,Native American,,,,,,,,,,,,
84,White,,,,,,,,,,,,
34,Unknown race,,,,,,,,,,,,
17,White,,,,,,,,,,,,
22,Black,,,,,,,,,,,,
49,White,,,,,,,,,,,,
47,Black,,,,,,,,,,,,
21,White,,,,,,,,,,,,
15,Unknown race,,,,,,,,,,,,
76,White,,,,,,,,,,,,
26,Unknown race,,,,,,,,,,,,
30,White,,,,,,,,,,,,
31,Black,,,,,,,,,,,,
24,White,,,,,,,,,,,,
25,White,,,,,,,,,,,,
22,Hispanic,,,,,,,,,,,,
36,White,,,,,,,,,,,,
39,Unknown race,,,,,,,,,,,,
39,White,,,,,,,,,,,,
36,White,,,,,,,,,,,,
48,White,,,,,,,,,,,,
31,Black,,,,,,,,,,,,
45,Black,,,,,,,,,,,,
25,White,,,,,,,,,,,,
38,Black,,,,,,,,,,,,
36,Black,,,,,,,,,,,,
36,Black,,,,,,,,,,,,
26,White,,,,,,,,,,,,
33,White,,,,,,,,,,,,
23,White,,,,,,,,,,,,
29,Unknown race,,,,,,,,,,,,
27,Black,,,,,,,,,,,,
40,White,,,,,,,,,,,,
54,White,,,,,,,,,,,,
40,White,,,,,,,,,,,,
58,White,,,,,,,,,,,,
23,Black,,,,,,,,,,,,
24,White,,,,,,,,,,,,
19,White,,,,,,,,,,,,
41,Black,,,,,,,,,,,,
37,Hispanic,,,,,,,,,,,,
32,Hispanic,,,,,,,,,,,,
23,White,,,,,,,,,,,,
27,Unknown race,,,,,,,,,,,,
29,Black,,,,,,,,,,,,
37,Black,,,,,,,,,,,,
41,Hispanic,,,,,,,,,,,,
34,Black,,,,,,,,,,,,
20,White,,,,,,,,,,,,
29,White,,,,,,,,,,,,
42,Hispanic,,,,,,,,,,,,
29,Black,,,,,,,,,,,,
35,White,,,,,,,,,,,,
36,Unknown race,,,,,,,,,,,,
44,Unknown race,,,,,,,,,,,,
26,White,,,,,,,,,,,,
55,White,,,,,,,,,,,,
28,White,,,,,,,,,,,,
40,Hispanic,,,,,,,,,,,,
33,White,,,,,,,,,,,,
39,Hispanic,,,,,,,,,,,,
43,Asian,,,,,,,,,,,,
49,Unknown race,,,,,,,,,,,,
61,White,,,,,,,,,,,,
46,Unknown race,,,,,,,,,,,,
43,White,,,,,,,,,,,,
73,White,,,,,,,,,,,,
37,White,,,,,,,,,,,,
23,Hispanic,,,,,,,,,,,,
54,White,,,,,,,,,,,,
44,White,,,,,,,,,,,,
29,White,,,,,,,,,,,,
40,Unknown race,,,,,,,,,,,,
31,Black,,,,,,,,,,,,
29,Hispanic,,,,,,,,,,,,
25,White,,,,,,,,,,,,
50,White,,,,,,,,,,,,
35,Hispanic,,,,,,,,,,,,
34,Unknown race,,,,,,,,,,,,
19,Black,,,,,,,,,,,,
31,White,,,,,,,,,,,,
47,Unknown race,,,,,,,,,,,,
53,Black,,,,,,,,,,,,
28,Hispanic,,,,,,,,,,,,
52,Hispanic,,,,,,,,,,,,
40,White,,,,,,,,,,,,
46,Black,,,,,,,,,,,,
23,Black,,,,,,,,,,,,
42,White,,,,,,,,,,,,
36,Unknown race,,,,,,,,,,,,
32,Hispanic,,,,,,,,,,,,
38,Black,,,,,,,,,,,,
31,White,,,,,,,,,,,,
57,White,,,,,,,,,,,,
53,Unknown race,,,,,,,,,,,,
39,Black,,,,,,,,,,,,
43,Unknown race,,,,,,,,,,,,
24,Black,,,,,,,,,,,,
43,Unknown race,,,,,,,,,,,,
28,Black,,,,,,,,,,,,
34,Unknown race,,,,,,,,,,,,
63,White,,,,,,,,,,,,
30,White,,,,,,,,,,,,
49,White,,,,,,,,,,,,
29,Hispanic,,,,,,,,,,,,
19,Black,,,,,,,,,,,,
26,Black,,,,,,,,,,,,
23,Black,,,,,,,,,,,,
33,White,,,,,,,,,,,,
45,White,,,,,,,,,,,,
27,White,,,,,,,,,,,,
40,White,,,,,,,,,,,,
21,Black,,,,,,,,,,,,
42,White,,,,,,,,,,,,
70,Hispanic,,,,,,,,,,,,
24,Black,,,,,,,,,,,,
36,White,,,,,,,,,,,,
61,White,,,,,,,,,,,,
64,White,,,,,,,,,,,,
45,White,,,,,,,,,,,,
49,Hispanic,,,,,,,,,,,,
17,Black,,,,,,,,,,,,
72,White,,,,,,,,,,,,
18,White,,,,,,,,,,,,
50,Black,,,,,,,,,,,,
37,Hispanic,,,,,,,,,,,,
42,White,,,,,,,,,,,,
43,Unknown race,,,,,,,,,,,,
20,White,,,,,,,,,,,,
34,White,,,,,,,,,,,,
25,White,,,,,,,,,,,,
41,White,,,,,,,,,,,,
38,Hispanic,,,,,,,,,,,,
18,White,,,,,,,,,,,,
37,White,,,,,,,,,,,,
27,Unknown race,,,,,,,,,,,,
29,White,,,,,,,,,,,,
18,Unknown race,,,,,,,,,,,,
30,Unknown race,,,,,,,,,,,,
44,White,,,,,,,,,,,,
35,Unknown race,,,,,,,,,,,,
20,Black,,,,,,,,,,,,
25,Black,,,,,,,,,,,,
41,Hispanic,,,,,,,,,,,,
55,Unknown race,,,,,,,,,,,,
36,Unknown race,,,,,,,,,,,,
23,Hispanic,,,,,,,,,,,,
23,White,,,,,,,,,,,,
23,Unknown race,,,,,,,,,,,,
38,White,,,,,,,,,,,,
36,Black,,,,,,,,,,,,
33,Black,,,,,,,,,,,,
67,White,,,,,,,,,,,,
42,Unknown race,,,,,,,,,,,,
21,Black,,,,,,,,,,,,
28,Hispanic,,,,,,,,,,,,
30,White,,,,,,,,,,,,
15,Hispanic,,,,,,,,,,,,
17,Hispanic,,,,,,,,,,,,
21,Black,,,,,,,,,,,,
41,Hispanic,,,,,,,,,,,,
28,Hispanic,,,,,,,,,,,,
30,Black,,,,,,,,,,,,
58,White,,,,,,,,,,,,
31,White,,,,,,,,,,,,
32,Unknown race,,,,,,,,,,,,
33,Black,,,,,,,,,,,,
55,Unknown race,,,,,,,,,,,,
48,Black,,,,,,,,,,,,
35,White,,,,,,,,,,,,
21,Hispanic,,,,,,,,,,,,
40,Black,,,,,,,,,,,,
49,Unknown race,,,,,,,,,,,,
43,White,,,,,,,,,,,,
28,Black,,,,,,,,,,,,
48,Black,,,,,,,,,,,,
30,Black,,,,,,,,,,,,
40,Black,,,,,,,,,,,,
25,White,,,,,,,,,,,,
48,Black,,,,,,,,,,,,
37,White,,,,,,,,,,,,
52,Black,,,,,,,,,,,,
54,Black,,,,,,,,,,,,
26,White,,,,,,,,,,,,
70,Hispanic,,,,,,,,,,,,
42,Hispanic,,,,,,,,,,,,
24,White,,,,,,,,,,,,
62,Black,,,,,,,,,,,,
59,Black,,,,,,,,,,,,
47,Unknown race,,,,,,,,,,,,
39,Black,,,,,,,,,,,,
43,Native American,,,,,,,,,,,,
68,White,,,,,,,,,,,,
58,Unknown race,,,,,,,,,,,,
28,Unknown race,,,,,,,,,,,,
38,White,,,,,,,,,,,,
33,White,,,,,,,,,,,,
29,Hispanic,,,,,,,,,,,,
49,White,,,,,,,,,,,,
34,Black,,,,,,,,,,,,
33,White,,,,,,,,,,,,
35,Unknown race,,,,,,,,,,,,
29,White,,,,,,,,,,,,
31,White,,,,,,,,,,,,
41,Black,,,,,,,,,,,,
28,Native American,,,,,,,,,,,,
19,White,,,,,,,,,,,,
57,Hispanic,,,,,,,,,,,,
27,Black,,,,,,,,,,,,
35,Hispanic,,,,,,,,,,,,
38,Unknown race,,,,,,,,,,,,
41,Black,,,,,,,,,,,,
53,White,,,,,,,,,,,,
23,White,,,,,,,,,,,,
35,Black,,,,,,,,,,,,
73,White,,,,,,,,,,,,
32,Unknown race,,,,,,,,,,,,
44,Hispanic,,,,,,,,,,,,
31,Unknown race,,,,,,,,,,,,
33,White,,,,,,,,,,,,
32,Hispanic,,,,,,,,,,,,
25,Black,,,,,,,,,,,,
60,Black,,,,,,,,,,,,
36,White,,,,,,,,,,,,
53,Pacific Islander,,,,,,,,,,,,
30,White,,,,,,,,,,,,
23,Unknown race,,,,,,,,,,,,
24,Hispanic,,,,,,,,,,,,
25,Black,,,,,,,,,,,,
18,Hispanic,,,,,,,,,,,,
54,White,,,,,,,,,,,,
23,Hispanic,,,,,,,,,,,,
56,White,,,,,,,,,,,,
29,Black,,,,,,,,,,,,
64,White,,,,,,,,,,,,
20,Black,,,,,,,,,,,,
39,White,,,,,,,,,,,,
44,White,,,,,,,,,,,,
33,Hispanic,,,,,,,,,,,,
30,Hispanic,,,,,,,,,,,,
71,Unknown race,,,,,,,,,,,,
18,White,,,,,,,,,,,,
17,White,,,,,,,,,,,,
32,Hispanic,,,,,,,,,,,,
38,Hispanic,,,,,,,,,,,,
50,Hispanic,,,,,,,,,,,,
27,Hispanic,,,,,,,,,,,,
21,Hispanic,,,,,,,,,,,,
39,White,,,,,,,,,,,,
57,White,,,,,,,,,,,,
37,Hispanic,,,,,,,,,,,,
33,Pacific Islander,,,,,,,,,,,,
38,White,,,,,,,,,,,,
19,White,,,,,,,,,,,,
45,Hispanic,,,,,,,,,,,,
22,Hispanic,,,,,,,,,,,,
19,Hispanic,,,,,,,,,,,,
32,White,,,,,,,,,,,,
33,White,,,,,,,,,,,,
30,Hispanic,,,,,,,,,,,,
59,White,,,,,,,,,,,,
57,Hispanic,,,,,,,,,,,,
27,Hispanic,,,,,,,,,,,,
25,White,,,,,,,,,,,,
51,White,,,,,,,,,,,,
25,Black,,,,,,,,,,,,
23,Hispanic,,,,,,,,,,,,
34,White,,,,,,,,,,,,
68,Black,,,,,,,,,,,,
37,Black,,,,,,,,,,,,
25,Hispanic,,,,,,,,,,,,
37,Black,,,,,,,,,,,,
25,Hispanic,,,,,,,,,,,,
17,White,,,,,,,,,,,,
17,Hispanic,,,,,,,,,,,,
60,White,,,,,,,,,,,,
40,White,,,,,,,,,,,,
34,Hispanic,,,,,,,,,,,,
22,Hispanic,,,,,,,,,,,,
40,White,,,,,,,,,,,,
21,White,,,,,,,,,,,,
53,White,,,,,,,,,,,,
41,White,,,,,,,,,,,,
34,White,,,,,,,,,,,,
27,White,,,,,,,,,,,,
52,White,,,,,,,,,,,,
38,Native American,,,,,,,,,,,,
43,Black,,,,,,,,,,,,
33,Hispanic,,,,,,,,,,,,
55,White,,,,,,,,,,,,
38,White,,,,,,,,,,,,
26,White,,,,,,,,,,,,
62,Asian,,,,,,,,,,,,
52,White,,,,,,,,,,,,
35,Unknown race,,,,,,,,,,,,
32,Native American,,,,,,,,,,,,
41,Native American,,,,,,,,,,,,
33,Black,,,,,,,,,,,,
24,White,,,,,,,,,,,,
40,Black,,,,,,,,,,,,
60,Pacific Islander,,,,,,,,,,,,
26,White,,,,,,,,,,,,
33,White,,,,,,,,,,,,
36,White,,,,,,,,,,,,
36,Hispanic,,,,,,,,,,,,
31,Unknown race,,,,,,,,,,,,
19,Black,,,,,,,,,,,,
56,White,,,,,,,,,,,,
