age,race,,,,,,,,,,,,
33,White,,,,,,,,,,,,
36,White,,,,,,,,,,,,
54,White,,,,,,,,,,,,
39,White,,,,,,,,,,,,
34,White,,,,,,,,,,,,
36,White,,,,,,,,,,,,
39,Black,,,,,,,,,,,,
18,Hispanic,,,,,,,,,,,,
30,White,,,,,,,,,,,,
29,White,,,,,,,,,,,,
36,Unknown race,,,,,,,,,,,,
30,Black,,,,,,,,,,,,
47,White,,,,,,,,,,,,
25,Black,,,,,,,,,,,,
48,White,,,,,,,,,,,,
32,Pacific Islander,,,,,,,,,,,,
31,Unknown race,,,,,,,,,,,,
31,White,,,,,,,,,,,,
37,White,,,,,,,,,,,,
32,Black,,,,,,,,,,,,
20,White,,,,,,,,,,,,
44,White,,,,,,,,,,,,
29,Unknown race,,,,,,,,,,,,
33,Black,,,,,,,,,,,,
21,Black,,,,,,,,,,,,
65,White,,,,,,,,,,,,
55,White,,,,,,,,,,,,
17,Black,,,,,,,,,,,,
30,White,,,,,,,,,,,,
44,Hispanic,,,,,,,,,,,,
33,Black,,,,,,,,,,,,
37,Black,,,,,,,,,,,,
47,Hispanic,,,,,,,,,,,,
48,Unknown race,,,,,,,,,,,,
53,Unknown race,,,,,,,,,,,,
40,White,,,,,,,,,,,,
28,White,,,,,,,,,,,,
40,Hispanic,,,,,,,,,,,,
18,Black,,,,,,,,,,,,
29,Hispanic,,,,,,,,,,,,
34,White,,,,,,,,,,,,
33,Black,,,,,,,,,,,,
63,White,,,,,,,,,,,,
32,Black,,,,,,,,,,,,
21,White,,,,,,,,,,,,
44,White,,,,,,,,,,,,
29,Unknown race,,,,,,,,,,,,
34,Black,,,,,,,,,,,,
32,White,,,,,,,,,,,,
26,Black,,,,,,,,,,,,
34,White,,,,,,,,,,,,
22,Black,,,,,,,,,,,,
20,Hispanic,,,,,,,,,,,,
41,Black,,,,,,,,,,,,
34,White,,,,,,,,,,,,
36,Black,,,,,,,,,,,,
49,White,,,,,,,,,,,,
36,White,,,,,,,,,,,,
47,White,,,,,,,,,,,,
33,White,,,,,,,,,,,,
50,White,,,,,,,,,,,,
28,Black,,,,,,,,,,,,
20,White,,,,,,,,,,,,
34,White,,,,,,,,,,,,
24,Black,,,,,,,,,,,,
47,White,,,,,,,,,,,,
67,White,,,,,,,,,,,,
43,Unknown race,,,,,,,,,,,,
55,Hispanic,,,,,,,,,,,,
40,Unknown race,,,,,,,,,,,,
20,White,,,,,,,,,,,,
34,Hispanic,,,,,,,,,,,,
32,Hispanic,,,,,,,,,,,,
43,Black,,,,,,,,,,,,
39,Black,,,,,,,,,,,,
38,Hispanic,,,,,,,,,,,,
55,Pacific Islander,,,,,,,,,,,,
21,Hispanic,,,,,,,,,,,,
46,White,,,,,,,,,,,,
42,Black,,,,,,,,,,,,
39,Hispanic,,,,,,,,,,,,
29,Hispanic,,,,,,,,,,,,
23,Black,,,,,,,,,,,,
51,Hispanic,,,,,,,,,,,,
34,Native American,,,,,,,,,,,,
19,White,,,,,,,,,,,,
23,Unknown race,,,,,,,,,,,,
42,Hispanic,,,,,,,,,,,,
67,Unknown race,,,,,,,,,,,,
51,White,,,,,,,,,,,,
29,Hispanic,,,,,,,,,,,,
35,Hispanic,,,,,,,,,,,,
57,White,,,,,,,,,,,,
33,White,,,,,,,,,,,,
31,White,,,,,,,,,,,,
30,White,,,,,,,,,,,,
25,White,,,,,,,,,,,,
46,Black,,,,,,,,,,,,
20,Hispanic,,,,,,,,,,,,
31,White,,,,,,,,,,,,
49,Hispanic,,,,,,,,,,,,
47,Black,,,,,,,,,,,,
58,White,,,,,,,,,,,,
23,White,,,,,,,,,,,,
45,White,,,,,,,,,,,,
36,White,,,,,,,,,,,,
30,White,,,,,,,,,,,,
36,Hispanic,,,,,,,,,,,,
77,White,,,,,,,,,,,,
24,White,,,,,,,,,,,,
29,Hispanic,,,,,,,,,,,,
34,White,,,,,,,,,,,,
59,White,,,,,,,,,,,,
34,White,,,,,,,,,,,,
24,Black,,,,,,,,,,,,
53,White,,,,,,,,,,,,
54,White,,,,,,,,,,,,
24,Black,,,,,,,,,,,,
20,White,,,,,,,,,,,,
36,Hispanic,,,,,,,,,,,,
29,Black,,,,,,,,,,,,
36,White,,,,,,,,,,,,
38,Unknown race,,,,,,,,,,,,
54,Unknown race,,,,,,,,,,,,
55,White,,,,,,,,,,,,
51,White,,,,,,,,,,,,
24,Native American,,,,,,,,,,,,
52,White,,,,,,,,,,,,
33,White,,,,,,,,,,,,
33,White,,,,,,,,,,,,
46,White,,,,,,,,,,,,
30,Black,,,,,,,,,,,,
37,Unknown race,,,,,,,,,,,,
37,White,,,,,,,,,,,,
65,White,,,,,,,,,,,,
23,Unknown race,,,,,,,,,,,,
45,Hispanic,,,,,,,,,,,,
48,White,,,,,,,,,,,,
49,Hispanic,,,,,,,,,,,,
55,White,,,,,,,,,,,,
63,Unknown race,,,,,,,,,,,,
32,Hispanic,,,,,,,,,,,,
26,White,,,,,,,,,,,,
50,White,,,,,,,,,,,,
38,White,,,,,,,,,,,,
39,White,,,,,,,,,,,,
73,White,,,,,,,,,,,,
32,Black,,,,,,,,,,,,
51,Unknown race,,,,,,,,,,,,
59,Unknown race,,,,,,,,,,,,
21,White,,,,,,,,,,,,
24,White,,,,,,,,,,,,
54,Unknown race,,,,,,,,,,,,
21,White,,,,,,,,,,,,
28,White,,,,,,,,,,,,
26,Hispanic,,,,,,,,,,,,
27,Hispanic,,,,,,,,,,,,
44,White,,,,,,,,,,,,
24,Black,,,,,,,,,,,,
67,Black,,,,,,,,,,,,
49,White,,,,,,,,,,,,
49,White,,,,,,,,,,,,
47,White,,,,,,,,,,,,
59,Unknown race,,,,,,,,,,,,
64,Black,,,,,,,,,,,,
26,White,,,,,,,,,,,,
38,White,,,,,,,,,,,,
26,Hispanic,,,,,,,,,,,,
35,Unknown race,,,,,,,,,,,,
36,Black,,,,,,,,,,,,
41,White,,,,,,,,,,,,
56,White,,,,,,,,,,,,
22,Unknown race,,,,,,,,,,,,
41,White,,,,,,,,,,,,
42,Black,,,,,,,,,,,,
39,White,,,,,,,,,,,,
36,White,,,,,,,,,,,,
44,Hispanic,,,,,,,,,,,,
21,Black,,,,,,,,,,,,
37,Black,,,,,,,,,,,,
27,White,,,,,,,,,,,,
37,Hispanic,,,,,,,,,,,,
48,White,,,,,,,,,,,,
25,Black,,,,,,,,,,,,
89,Unknown race,,,,,,,,,,,,
18,White,,,,,,,,,,,,
49,White,,,,,,,,,,,,
48,Black,,,,,,,,,,,,
32,White,,,,,,,,,,,,
31,Black,,,,,,,,,,,,
48,Black,,,,,,,,,,,,
45,White,,,,,,,,,,,,
32,Native American,,,,,,,,,,,,
25,Black,,,,,,,,,,,,
39,White,,,,,,,,,,,,
40,White,,,,,,,,,,,,
41,Black,,,,,,,,,,,,
36,Native American,,,,,,,,,,,,
55,Hispanic,,,,,,,,,,,,
32,White,,,,,,,,,,,,
44,Hispanic,,,,,,,,,,,,
39,Black,,,,,,,,,,,,
31,White,,,,,,,,,,,,
34,White,,,,,,,,,,,,
24,White,,,,,,,,,,,,
39,Black,,,,,,,,,,,,
30,Black,,,,,,,,,,,,
45,Black,,,,,,,,,,,,
23,White,,,,,,,,,,,,
25,Black,,,,,,,,,,,,
71,White,,,,,,,,,,,,
50,White,,,,,,,,,,,,
61,White,,,,,,,,,,,,
39,White,,,,,,,,,,,,
44,White,,,,,,,,,,,,
39,Unknown race,,,,,,,,,,,,
28,White,,,,,,,,,,,,
30,Black,,,,,,,,,,,,
29,White,,,,,,,,,,,,
29,White,,,,,,,,,,,,
34,White,,,,,,,,,,,,
23,Pacific Islander,,,,,,,,,,,,
1,Hispanic,,,,,,,,,,,,
27,Hispanic,,,,,,,,,,,,
25,Black,,,,,,,,,,,,
20,Black,,,,,,,,,,,,
24,Hispanic,,,,,,,,,,,,
45,White,,,,,,,,,,,,
33,White,,,,,,,,,,,,
48,White,,,,,,,,,,,,
26,Unknown race,,,,,,,,,,,,
23,White,,,,,,,,,,,,
22,Hispanic,,,,,,,,,,,,
26,Black,,,,,,,,,,,,
50,Unknown race,,,,,,,,,,,,
40,White,,,,,,,,,,,,
81,White,,,,,,,,,,,,
18,Asian,,,,,,,,,,,,
56,Hispanic,,,,,,,,,,,,
59,White,,,,,,,,,,,,
36,White,,,,,,,,,,,,
70,Unknown race,,,,,,,,,,,,
30,White,,,,,,,,,,,,
34,White,,,,,,,,,,,,
34,Black,,,,,,,,,,,,
44,White,,,,,,,,,,,,
56,Black,,,,,,,,,,,,
49,White,,,,,,,,,,,,
24,Hispanic,,,,,,,,,,,,
41,Black,,,,,,,,,,,,
22,Hispanic,,,,,,,,,,,,
60,Black,,,,,,,,,,,,
34,Black,,,,,,,,,,,,
24,White,,,,,,,,,,,,
41,Black,,,,,,,,,,,,
33,Hispanic,,,,,,,,,,,,
27,White,,,,,,,,,,,,
21,Hispanic,,,,,,,,,,,,
58,Native American,,,,,,,,,,,,
60,Black,,,,,,,,,,,,
42,White,,,,,,,,,,,,
44,White,,,,,,,,,,,,
19,Black,,,,,,,,,,,,
34,White,,,,,,,,,,,,
39,White,,,,,,,,,,,,
39,Black,,,,,,,,,,,,
31,White,,,,,,,,,,,,
64,White,,,,,,,,,,,,
44,Unknown race,,,,,,,,,,,,
26,White,,,,,,,,,,,,
51,White,,,,,,,,,,,,
29,White,,,,,,,,,,,,
61,White,,,,,,,,,,,,
41,Black,,,,,,,,,,,,
24,White,,,,,,,,,,,,
29,White,,,,,,,,,,,,
44,Hispanic,,,,,,,,,,,,
33,White,,,,,,,,,,,,
34,White,,,,,,,,,,,,
28,Hispanic,,,,,,,,,,,,
25,White,,,,,,,,,,,,
42,White,,,,,,,,,,,,
29,White,,,,,,,,,,,,
40,White,,,,,,,,,,,,
32,Unknown race,,,,,,,,,,,,
23,White,,,,,,,,,,,,
30,Black,,,,,,,,,,,,
20,Hispanic,,,,,,,,,,,,
36,Hispanic,,,,,,,,,,,,
34,Black,,,,,,,,,,,,
21,Asian,,,,,,,,,,,,
18,Hispanic,,,,,,,,,,,,
47,White,,,,,,,,,,,,
39,Native American,,,,,,,,,,,,
25,White,,,,,,,,,,,,
56,White,,,,,,,,,,,,
20,White,,,,,,,,,,,,
56,White,,,,,,,,,,,,
32,White,,,,,,,,,,,,
24,Black,,,,,,,,,,,,
50,White,,,,,,,,,,,,
35,Black,,,,,,,,,,,,
27,Asian,,,,,,,,,,,,
50,Native American,,,,,,,,,,,,
23,Black,,,,,,,,,,,,
40,Hispanic,,,,,,,,,,,,
50,Hispanic,,,,,,,,,,,,
28,White,,,,,,,,,,,,
62,White,,,,,,,,,,,,
26,White,,,,,,,,,,,,
49,Black,,,,,,,,,,,,
27,Black,,,,,,,,,,,,
26,White,,,,,,,,,,,,
31,Black,,,,,,,,,,,,
31,White,,,,,,,,,,,,
27,Black,,,,,,,,,,,,
46,Black,,,,,,,,,,,,
31,White,,,,,,,,,,,,
34,Black,,,,,,,,,,,,
32,White,,,,,,,,,,,,
16,White,,,,,,,,,,,,
61,White,,,,,,,,,,,,
48,White,,,,,,,,,,,,
32,Unknown race,,,,,,,,,,,,
47,White,,,,,,,,,,,,
57,Hispanic,,,,,,,,,,,,
20,Black,,,,,,,,,,,,
45,Hispanic,,,,,,,,,,,,
33,White,,,,,,,,,,,,
27,Hispanic,,,,,,,,,,,,
16,Black,,,,,,,,,,,,
38,Unknown Race,,,,,,,,,,,,
27,Native American,,,,,,,,,,,,
84,White,,,,,,,,,,,,
53,White,,,,,,,,,,,,
46,Hispanic,,,,,,,,,,,,
37,Black,,,,,,,,,,,,
40,White,,,,,,,,,,,,
70,White,,,,,,,,,,,,
25,Native American,,,,,,,,,,,,
36,White,,,,,,,,,,,,
55,White,,,,,,,,,,,,
19,Hispanic,,,,,,,,,,,,
19,Black,,,,,,,,,,,,
65,White,,,,,,,,,,,,
28,White,,,,,,,,,,,,
44,White,,,,,,,,,,,,
33,White,,,,,,,,,,,,
35,White,,,,,,,,,,,,
70,Unknown Race,,,,,,,,,,,,
38,Hispanic,,,,,,,,,,,,
41,Black,,,,,,,,,,,,
36,White,,,,,,,,,,,,
29,Hispanic,,,,,,,,,,,,
31,White,,,,,,,,,,,,
44,White,,,,,,,,,,,,
48,White,,,,,,,,,,,,
31,Unknown Race,,,,,,,,,,,,
40,Black,,,,,,,,,,,,
29,Hispanic,,,,,,,,,,,,
48,Black,,,,,,,,,,,,
47,Hispanic,,,,,,,,,,,,
33,White,,,,,,,,,,,,
20,White,,,,,,,,,,,,
29,Black,,,,,,,,,,,,
25,White,,,,,,,,,,,,
22,White,,,,,,,,,,,,
27,White,,,,,,,,,,,,
40,Black,,,,,,,,,,,,
39,White,,,,,,,,,,,,
37,White,,,,,,,,,,,,
42,Hispanic,,,,,,,,,,,,
25,Black,,,,,,,,,,,,
36,White,,,,,,,,,,,,
62,White,,,,,,,,,,,,
37,Black,,,,,,,,,,,,
58,White,,,,,,,,,,,,
35,White,,,,,,,,,,,,
26,Black,,,,,,,,,,,,
27,White,,,,,,,,,,,,
39,Black,,,,,,,,,,,,
22,Black,,,,,,,,,,,,
37,Black,,,,,,,,,,,,
21,Black,,,,,,,,,,,,
37,Black,,,,,,,,,,,,
28,White,,,,,,,,,,,,
41,Unknown Race,,,,,,,,,,,,
45,Black,,,,,,,,,,,,
23,Hispanic,,,,,,,,,,,,
33,Unknown Race,,,,,,,,,,,,
51,Hispanic,,,,,,,,,,,,
33,Hispanic,,,,,,,,,,,,
23,Hispanic,,,,,,,,,,,,
24,Black,,,,,,,,,,,,
28,White,,,,,,,,,,,,
39,White,,,,,,,,,,,,
59,White,,,,,,,,,,,,
58,White,,,,,,,,,,,,
27,White,,,,,,,,,,,,
57,Hispanic,,,,,,,,,,,,
29,White,,,,,,,,,,,,
41,White,,,,,,,,,,,,
30,Black,,,,,,,,,,,,
32,Black,,,,,,,,,,,,
52,Asian,,,,,,,,,,,,
48,White,,,,,,,,,,,,
29,Black,,,,,,,,,,,,
84,White,,,,,,,,,,,,
42,White,,,,,,,,,,,,
39,Black,,,,,,,,,,,,
25,White,,,,,,,,,,,,
48,Black,,,,,,,,,,,,
41,White,,,,,,,,,,,,
20,White,,,,,,,,,,,,
63,White,,,,,,,,,,,,
35,Hispanic,,,,,,,,,,,,
36,Black,,,,,,,,,,,,
39,Black,,,,,,,,,,,,
78,White,,,,,,,,,,,,
40,White,,,,,,,,,,,,
65,Unknown Race,,,,,,,,,,,,
22,White,,,,,,,,,,,,
59,White,,,,,,,,,,,,
29,Hispanic,,,,,,,,,,,,
35,White,,,,,,,,,,,,
49,White,,,,,,,,,,,,
19,Hispanic,,,,,,,,,,,,
16,Black,,,,,,,,,,,,
43,White,,,,,,,,,,,,
27,White,,,,,,,,,,,,
31,Black,,,,,,,,,,,,
26,White,,,,,,,,,,,,
28,White,,,,,,,,,,,,
37,Black,,,,,,,,,,,,
35,White,,,,,,,,,,,,
56,White,,,,,,,,,,,,
33,Black,,,,,,,,,,,,
32,White,,,,,,,,,,,,
38,Unknown Race,,,,,,,,,,,,
39,Hispanic,,,,,,,,,,,,
20,Hispanic,,,,,,,,,,,,
40,White,,,,,,,,,,,,
46,Hispanic,,,,,,,,,,,,
52,Black,,,,,,,,,,,,
31,Black,,,,,,,,,,,,
33,Black,,,,,,,,,,,,
38,White,,,,,,,,,,,,
45,White,,,,,,,,,,,,
33,White,,,,,,,,,,,,
43,White,,,,,,,,,,,,
21,Black,,,,,,,,,,,,
45,Black,,,,,,,,,,,,
42,Hispanic,,,,,,,,,,,,
43,Black,,,,,,,,,,,,
42,White,,,,,,,,,,,,
66,White,,,,,,,,,,,,
23,White,,,,,,,,,,,,
27,White,,,,,,,,,,,,
19,Hispanic,,,,,,,,,,,,
47,Hispanic,,,,,,,,,,,,
39,Unknown Race,,,,,,,,,,,,
27,Hispanic,,,,,,,,,,,,
62,White,,,,,,,,,,,,
18,Hispanic,,,,,,,,,,,,
20,Black,,,,,,,,,,,,
38,Black,,,,,,,,,,,,
54,White,,,,,,,,,,,,
38,Unknown Race,,,,,,,,,,,,
37,White,,,,,,,,,,,,
27,White,,,,,,,,,,,,
47,White,,,,,,,,,,,,
41,White,,,,,,,,,,,,
40,White,,,,,,,,,,,,
28,Hispanic,,,,,,,,,,,,
35,Hispanic,,,,,,,,,,,,
35,White,,,,,,,,,,,,
46,White,,,,,,,,,,,,
23,White,,,,,,,,,,,,
46,White,,,,,,,,,,,,
44,White,,,,,,,,,,,,
17,White,,,,,,,,,,,,
61,Black,,,,,,,,,,,,
58,White,,,,,,,,,,,,
31,Black,,,,,,,,,,,,
33,Black,,,,,,,,,,,,
16,White,,,,,,,,,,,,
72,Black,,,,,,,,,,,,
26,Black,,,,,,,,,,,,
29,Black,,,,,,,,,,,,
22,Hispanic,,,,,,,,,,,,
34,Black,,,,,,,,,,,,
53,White,,,,,,,,,,,,
32,White,,,,,,,,,,,,
27,White,,,,,,,,,,,,
42,Hispanic,,,,,,,,,,,,
35,Black,,,,,,,,,,,,
21,Black,,,,,,,,,,,,
36,White,,,,,,,,,,,,
36,Hispanic,,,,,,,,,,,,
54,White,,,,,,,,,,,,
42,White,,,,,,,,,,,,
22,Black,,,,,,,,,,,,
43,Black,,,,,,,,,,,,
39,White,,,,,,,,,,,,
31,White,,,,,,,,,,,,
60,Hispanic,,,,,,,,,,,,
44,White,,,,,,,,,,,,
23,Black,,,,,,,,,,,,
21,Black,,,,,,,,,,,,
27,Asian,,,,,,,,,,,,
46,Hispanic,,,,,,,,,,,,
25,White,,,,,,,,,,,,
20,Black,,,,,,,,,,,,
17,Black,,,,,,,,,,,,
24,Hispanic,,,,,,,,,,,,
27,Hispanic,,,,,,,,,,,,
38,Black,,,,,,,,,,,,
35,White,,,,,,,,,,,,
27,White,,,,,,,,,,,,
21,Native American,,,,,,,,,,,,
54,Black,,,,,,,,,,,,
62,Unknown Race,,,,,,,,,,,,
40,Black,,,,,,,,,,,,
58,Hispanic,,,,,,,,,,,,
39,White,,,,,,,,,,,,
27,White,,,,,,,,,,,,
21,White,,,,,,,,,,,,
51,White,,,,,,,,,,,,
28,Black,,,,,,,,,,,,
35,Asian,,,,,,,,,,,,
46,White,,,,,,,,,,,,
27,White,,,,,,,,,,,,
31,White,,,,,,,,,,,,
28,Black,,,,,,,,,,,,
49,White,,,,,,,,,,,,
30,White,,,,,,,,,,,,
66,White,,,,,,,,,,,,
35,White,,,,,,,,,,,,
42,White,,,,,,,,,,,,
65,White,,,,,,,,,,,,
65,White,,,,,,,,,,,,
37,White,,,,,,,,,,,,
32,Hispanic,,,,,,,,,,,,
39,Hispanic,,,,,,,,,,,,
30,Hispanic,,,,,,,,,,,,
36,White,,,,,,,,,,,,
35,Black,,,,,,,,,,,,
30,Black,,,,,,,,,,,,
37,White,,,,,,,,,,,,
28,White,,,,,,,,,,,,
21,Black,,,,,,,,,,,,
40,Hispanic,,,,,,,,,,,,
38,White,,,,,,,,,,,,
25,Black,,,,,,,,,,,,
28,Hispanic,,,,,,,,,,,,
44,White,,,,,,,,,,,,
30,White,,,,,,,,,,,,
34,Hispanic,,,,,,,,,,,,
46,Unknown Race,,,,,,,,,,,,
40,Unknown Race,,,,,,,,,,,,
28,Black,,,,,,,,,,,,
38,White,,,,,,,,,,,,
36,Native American,,,,,,,,,,,,
31,White,,,,,,,,,,,,
31,Hispanic,,,,,,,,,,,,
46,Hispanic,,,,,,,,,,,,
25,Hispanic,,,,,,,,,,,,
21,White,,,,,,,,,,,,
32,Hispanic,,,,,,,,,,,,
26,White,,,,,,,,,,,,
62,Unknown Race,,,,,,,,,,,,
51,Asian,,,,,,,,,,,,
40,White,,,,,,,,,,,,
26,Hispanic,,,,,,,,,,,,
35,Hispanic,,,,,,,,,,,,
56,Unknown Race,,,,,,,,,,,,
30,White,,,,,,,,,,,,
6,Hispanic,,,,,,,,,,,,
33,White,,,,,,,,,,,,
56,White,,,,,,,,,,,,
24,Black,,,,,,,,,,,,
48,Black,,,,,,,,,,,,
27,White,,,,,,,,,,,,
52,White,,,,,,,,,,,,
52,Black,,,,,,,,,,,,
34,White,,,,,,,,,,,,
30,White,,,,,,,,,,,,
57,White,,,,,,,,,,,,
20,Black,,,,,,,,,,,,
50,White,,,,,,,,,,,,
51,White,,,,,,,,,,,,
24,White,,,,,,,,,,,,
49,Hispanic,,,,,,,,,,,,
26,Black,,,,,,,,,,,,
24,White,,,,,,,,,,,,
28,Native American,,,,,,,,,,,,
26,Hispanic,,,,,,,,,,,,
16,White,,,,,,,,,,,,
69,White,,,,,,,,,,,,
22,Pacific Islander,,,,,,,,,,,,
40,White,,,,,,,,,,,,
19,Native American,,,,,,,,,,,,
34,Black,,,,,,,,,,,,
35,White,,,,,,,,,,,,
49,White,,,,,,,,,,,,
54,Black,,,,,,,,,,,,
71,Unknown Race,,,,,,,,,,,,
42,Black,,,,,,,,,,,,
69,Hispanic,,,,,,,,,,,,
24,Black,,,,,,,,,,,,
46,White,,,,,,,,,,,,
62,White,,,,,,,,,,,,
37,Hispanic,,,,,,,,,,,,
49,White,,,,,,,,,,,,
33,White,,,,,,,,,,,,
32,Black,,,,,,,,,,,,
42,Black,,,,,,,,,,,,
33,White,,,,,,,,,,,,
37,Hispanic,,,,,,,,,,,,
21,Hispanic,,,,,,,,,,,,
24,Black,,,,,,,,,,,,
27,White,,,,,,,,,,,,
25,Hispanic,,,,,,,,,,,,
59,White,,,,,,,,,,,,
30,White,,,,,,,,,,,,
64,White,,,,,,,,,,,,
40,Hispanic,,,,,,,,,,,,
15,Hispanic,,,,,,,,,,,,
43,Hispanic,,,,,,,,,,,,
31,White,,,,,,,,,,,,
58,Unknown Race,,,,,,,,,,,,
22,Hispanic,,,,,,,,,,,,
39,Hispanic,,,,,,,,,,,,
26,Black,,,,,,,,,,,,
51,White,,,,,,,,,,,,
26,Hispanic,,,,,,,,,,,,
28,White,,,,,,,,,,,,
32,Black,,,,,,,,,,,,
17,Black,,,,,,,,,,,,
32,White,,,,,,,,,,,,
15,Unknown Race,,,,,,,,,,,,
34,Hispanic,,,,,,,,,,,,
26,White,,,,,,,,,,,,
27,White,,,,,,,,,,,,
24,Native American,,,,,,,,,,,,
18,White,,,,,,,,,,,,
56,Black,,,,,,,,,,,,
46,Black,,,,,,,,,,,,
23,Hispanic,,,,,,,,,,,,
25,White,,,,,,,,,,,,
25,White,,,,,,,,,,,,
68,Black,,,,,,,,,,,,
34,White,,,,,,,,,,,,
30,White,,,,,,,,,,,,
22,Hispanic,,,,,,,,,,,,
29,Native American,,,,,,,,,,,,
48,White,,,,,,,,,,,,
59,White,,,,,,,,,,,,
44,White,,,,,,,,,,,,
23,Hispanic,,,,,,,,,,,,
51,Black,,,,,,,,,,,,
67,Black,,,,,,,,,,,,
24,Black,,,,,,,,,,,,
19,Hispanic,,,,,,,,,,,,
41,Black,,,,,,,,,,,,
19,White,,,,,,,,,,,,
55,White,,,,,,,,,,,,
43,Black,,,,,,,,,,,,
53,White,,,,,,,,,,,,
25,Black,,,,,,,,,,,,
62,White,,,,,,,,,,,,
55,White,,,,,,,,,,,,
50,White,,,,,,,,,,,,
32,White,,,,,,,,,,,,
25,Black,,,,,,,,,,,,
35,White,,,,,,,,,,,,
23,White,,,,,,,,,,,,
27,White,,,,,,,,,,,,
32,White,,,,,,,,,,,,
31,White,,,,,,,,,,,,
30,White,,,,,,,,,,,,
14,Native American,,,,,,,,,,,,
35,Black,,,,,,,,,,,,
32,White,,,,,,,,,,,,
52,White,,,,,,,,,,,,
48,White,,,,,,,,,,,,
54,White,,,,,,,,,,,,
31,Hispanic,,,,,,,,,,,,
49,Black,,,,,,,,,,,,
56,Asian,,,,,,,,,,,,
27,Unknown Race,,,,,,,,,,,,
24,Black,,,,,,,,,,,,
20,Black,,,,,,,,,,,,
30,Native American,,,,,,,,,,,,
35,White,,,,,,,,,,,,
39,White,,,,,,,,,,,,
43,Hispanic,,,,,,,,,,,,
44,Unknown Race,,,,,,,,,,,,
53,White,,,,,,,,,,,,
56,White,,,,,,,,,,,,
71,White,,,,,,,,,,,,
31,White,,,,,,,,,,,,
27,White,,,,,,,,,,,,
28,White,,,,,,,,,,,,
27,Black,,,,,,,,,,,,
37,White,,,,,,,,,,,,
25,Hispanic,,,,,,,,,,,,
22,Black,,,,,,,,,,,,
39,White,,,,,,,,,,,,
19,Black,,,,,,,,,,,,
21,Black,,,,,,,,,,,,
33,Native American,,,,,,,,,,,,
23,Black,,,,,,,,,,,,
50,White,,,,,,,,,,,,
46,Black,,,,,,,,,,,,
41,White,,,,,,,,,,,,
40,Hispanic,,,,,,,,,,,,
27,Native American,,,,,,,,,,,,
17,Hispanic,,,,,,,,,,,,
46,White,,,,,,,,,,,,
47,Black,,,,,,,,,,,,
32,White,,,,,,,,,,,,
34,White,,,,,,,,,,,,
33,Black,,,,,,,,,,,,
33,Black,,,,,,,,,,,,
34,Hispanic,,,,,,,,,,,,
37,White,,,,,,,,,,,,
25,White,,,,,,,,,,,,
20,Black,,,,,,,,,,,,
35,Native American,,,,,,,,,,,,
35,Hispanic,,,,,,,,,,,,
31,White,,,,,,,,,,,,
27,Hispanic,,,,,,,,,,,,
43,Native American,,,,,,,,,,,,
25,White,,,,,,,,,,,,
30,Native American,,,,,,,,,,,,
37,White,,,,,,,,,,,,
44,Hispanic,,,,,,,,,,,,
30,White,,,,,,,,,,,,
54,Hispanic,,,,,,,,,,,,
42,Black,,,,,,,,,,,,
55,Black,,,,,,,,,,,,
23,Black,,,,,,,,,,,,
34,White,,,,,,,,,,,,
38,White,,,,,,,,,,,,
26,White,,,,,,,,,,,,
35,White,,,,,,,,,,,,
24,Black,,,,,,,,,,,,
18,Hispanic,,,,,,,,,,,,
31,White,,,,,,,,,,,,
34,Hispanic,,,,,,,,,,,,
20,Black,,,,,,,,,,,,
32,White,,,,,,,,,,,,
44,Hispanic,,,,,,,,,,,,
57,White,,,,,,,,,,,,
42,Black,,,,,,,,,,,,
25,White,,,,,,,,,,,,
29,White,,,,,,,,,,,,
35,Black,,,,,,,,,,,,
44,Hispanic,,,,,,,,,,,,
61,White,,,,,,,,,,,,
43,Hispanic,,,,,,,,,,,,
55,Unknown Race,,,,,,,,,,,,
36,White,,,,,,,,,,,,
46,White,,,,,,,,,,,,
24,Black,,,,,,,,,,,,
22,Black,,,,,,,,,,,,
28,Unknown Race,,,,,,,,,,,,
34,Hispanic,,,,,,,,,,,,
61,Unknown Race,,,,,,,,,,,,
25,White,,,,,,,,,,,,
28,Hispanic,,,,,,,,,,,,
42,Unknown Race,,,,,,,,,,,,
52,Hispanic,,,,,,,,,,,,
51,White,,,,,,,,,,,,
35,Hispanic,,,,,,,,,,,,
47,White,,,,,,,,,,,,
40,White,,,,,,,,,,,,
31,Hispanic,,,,,,,,,,,,
29,Hispanic,,,,,,,,,,,,
28,Asian,,,,,,,,,,,,
35,White,,,,,,,,,,,,
67,White,,,,,,,,,,,,
48,Black,,,,,,,,,,,,
34,White,,,,,,,,,,,,
37,Black,,,,,,,,,,,,
40,White,,,,,,,,,,,,
22,Black,,,,,,,,,,,,
41,White,,,,,,,,,,,,
26,White,,,,,,,,,,,,
34,White,,,,,,,,,,,,
38,White,,,,,,,,,,,,
27,Black,,,,,,,,,,,,
33,White,,,,,,,,,,,,
24,Hispanic,,,,,,,,,,,,
28,Black,,,,,,,,,,,,
44,White,,,,,,,,,,,,
30,Black,,,,,,,,,,,,
40,Black,,,,,,,,,,,,
39,White,,,,,,,,,,,,
44,White,,,,,,,,,,,,
48,White,,,,,,,,,,,,
45,Black,,,,,,,,,,,,
31,White,,,,,,,,,,,,
50,White,,,,,,,,,,,,
50,White,,,,,,,,,,,,
32,Black,,,,,,,,,,,,
